variant_id,correct_success_count,total_success_count,wrong_success_count
1559,11,51,40
1560,9,52,43
1561,12,53,41
1562,9,64,55
1563,18,56,38
1564,8,45,37
1565,28,71,43
1566,0,54,54
1567,13,48,35
1568,14,52,38
1569,8,61,53
1570,26,61,35
1571,6,53,47
1572,16,51,35
1573,18,63,45
1574,3,47,44
1575,18,53,35
1576,22,52,30
1577,29,67,38
1578,13,59,46
1579,5,42,37
1580,15,45,30
1581,31,65,34
1582,9,42,33
1583,25,50,25
1584,20,62,42
1585,16,49,33
1586,11,55,44
1587,29,71,42
1588,2,60,58
1589,19,58,39
1590,6,51,45
1591,26,55,29
1592,2,52,50
1593,12,46,34
1594,9,59,50
1595,15,70,55
1596,4,40,36
1597,23,65,42
1598,1,45,44
1599,13,51,38
1600,7,55,48
1601,11,55,44
1602,24,61,37
1603,21,53,32
1604,9,48,39
1605,7,58,51
1606,16,40,24
1607,14,48,34
1608,19,59,40
1609,14,49,35
1610,21,62,41
1611,29,65,36
1612,34,66,32
1613,24,67,43
1614,22,54,32
1615,15,51,36
1616,9,52,43
1617,16,54,38
1618,25,66,41
1619,24,54,30
1620,6,47,41
1621,8,46,38
1622,24,68,44
1623,10,43,33
1624,4,45,41
1625,21,56,35
1626,8,40,32
1627,6,47,41
1628,15,47,32
1629,4,50,46
1630,14,49,35
1631,15,63,48
1632,32,68,36
1633,12,55,43
1634,7,62,55
1635,16,51,35
1636,11,50,39
1637,6,44,38
1638,14,52,38
1639,2,47,45
1640,5,53,48
1641,14,45,31
1642,12,47,35
1643,19,64,45
1644,3,49,46
1645,37,73,36
